00:00,291.7,719.6,94.9,227.0,630.8,0.0,125.6,4.2,20.9,50.5,0.0,18.1,-48.6
00:10,291.4,719.4,92.8,226.3,625.3,0.0,125.5,4.2,20.5,50.9,0.0,0.0,-48.5
00:20,291.8,715.8,91.8,226.9,616.5,0.0,125.9,4.2,20.3,52.1,0.0,0.0,-53.1
00:30,292.2,712.3,85.1,227.5,623.3,0.0,126.6,4.2,24.3,51.3,0.0,0.0,-75.2
00:40,291.3,709.7,86.6,225.9,635.5,0.0,125.7,4.2,23.1,50.3,0.0,0.0,-101.3
00:50,292.0,710.5,80.6,225.8,638.6,0.0,125.4,4.2,25.7,50.0,0.0,0.0,-102.1
01:00,292.1,707.0,82.2,227.9,615.4,0.0,125.6,4.2,20.6,50.4,0.0,0.0,-100.9
01:10,291.7,708.7,84.5,224.9,637.0,0.0,125.6,4.2,21.1,50.3,0.0,0.0,-128.0
01:20,291.3,707.9,83.5,227.1,633.8,0.0,124.8,4.2,21.0,50.8,0.0,0.0,-127.8
01:30,290.7,712.5,83.8,226.8,601.6,0.0,125.7,4.2,20.5,50.3,0.0,0.0,-133.1
01:40,291.3,706.6,84.7,225.1,625.2,0.0,122.9,4.2,24.0,51.6,0.0,0.0,-154.5
01:50,292.1,709.7,83.6,227.2,620.5,0.0,111.2,4.2,20.4,51.2,0.0,0.0,-152.2
02:00,291.7,708.2,84.5,226.4,620.0,0.0,107.8,4.2,20.5,50.6,0.0,0.0,-153.2
02:10,291.4,710.0,83.9,225.9,612.5,0.0,102.7,4.2,20.4,50.3,0.0,0.0,-153.2
02:20,292.3,709.8,85.1,226.5,613.2,0.0,91.8,4.2,20.2,49.9,0.0,0.0,-153.7
02:30,291.7,708.1,81.6,226.4,618.6,0.0,78.4,4.2,20.8,49.6,0.0,0.0,-152.9
02:40,291.6,707.9,81.9,225.6,614.4,0.0,72.6,4.2,20.8,50.0,0.0,0.0,-152.2
02:50,291.6,710.5,81.8,226.1,631.9,0.0,71.6,4.2,20.0,50.4,0.0,0.0,-152.7
03:00,291.9,712.7,82.9,226.8,603.9,0.0,73.9,4.2,20.4,50.3,0.0,0.0,-152.6
03:10,291.8,712.4,82.3,225.9,589.0,0.0,73.8,4.2,23.8,49.4,0.0,0.0,-152.6
03:20,292.1,712.5,81.8,225.7,611.8,0.0,72.2,4.2,18.9,49.3,0.0,0.0,-153.0
03:30,292.7,710.0,78.1,226.9,606.0,0.0,71.2,4.2,18.7,49.7,0.0,0.0,-151.8
03:40,291.6,711.7,82.8,225.9,594.6,0.0,73.2,4.2,19.0,51.1,0.0,0.0,-153.3
03:50,291.7,710.7,81.5,226.6,595.2,0.0,72.7,4.2,18.5,51.6,0.0,0.0,-152.4
04:00,291.2,709.3,84.0,225.9,602.6,0.0,74.3,7.4,18.5,51.5,0.0,0.0,-152.8
04:10,291.3,700.9,82.3,226.8,608.1,0.0,72.7,7.4,16.5,51.1,0.0,0.0,-151.4
04:20,292.2,696.5,82.5,226.6,603.4,0.0,72.4,7.4,17.0,51.3,0.0,0.0,-150.9
04:30,292.8,694.5,81.3,227.1,612.4,0.0,72.8,7.4,16.8,50.6,0.0,0.0,-151.8
04:40,291.8,694.0,84.1,226.7,597.2,0.0,72.4,7.4,16.9,50.9,0.0,0.0,-151.6
04:50,291.7,693.4,85.0,227.0,608.1,0.0,72.7,7.4,16.9,50.4,0.0,0.0,-152.1
05:00,291.8,695.7,81.1,226.4,609.3,0.0,70.9,7.4,19.4,50.3,0.0,0.0,-152.1
05:10,291.6,694.2,84.4,226.4,629.8,0.0,72.9,7.4,18.0,51.4,0.0,0.0,-151.8
05:20,291.3,693.1,85.5,227.0,620.6,0.0,81.0,7.4,16.4,50.2,0.0,0.0,-151.7
05:30,291.4,691.4,83.7,226.1,609.9,0.0,92.0,7.4,17.4,49.7,0.0,0.0,-150.8
05:40,291.8,687.9,84.4,226.4,623.0,0.0,102.2,7.4,17.7,50.0,0.0,0.0,-150.9
05:50,292.1,692.8,79.8,226.9,609.4,0.0,105.9,7.4,16.8,51.3,0.0,0.0,-125.9
